magnitude,depth,distance,vs30,azimuth,mmi,event_id
5.5,160.0,76.22867435922828,600.0,108.15511724506342,2.7,us7000s7w6
5.5,160.0,159.59991522218735,600.0,170.181273906858,2.4,us7000s7w6
5.5,160.0,146.37331508025972,600.0,155.42818970517533,2.5,us7000s7w6
5.5,160.0,205.04082877004154,600.0,218.80392410883564,2.2,us7000s7w6
5.5,160.0,207.66679167063745,600.0,247.41559354582682,2.2,us7000s7w6
5.5,160.0,58.05527490355158,220.6,94.27190953074626,3.3,us7000s7w6
5.5,160.0,185.38936697736145,600.0,126.97399754325289,2.3,us7000s7w6
5.5,160.0,108.21430703623348,719.3,354.68838774898916,2.5,us7000s7w6
5.5,160.0,188.35619486756968,495.3,90.58564013539404,2.4,us7000s7w6
5.5,160.0,261.3367188671228,600.0,225.37368690715888,1.9,us7000s7w6
5.5,160.0,153.85842807103697,600.0,204.86773919253284,2.4,us7000s7w6
5.5,160.0,194.54708162169877,458.6,115.13304869128598,2.4,us7000s7w6
5.5,160.0,252.66494252482582,600.0,222.44342373521476,2.0,us7000s7w6
5.5,160.0,153.16847603113945,600.0,210.36468767566947,2.4,us7000s7w6
5.5,160.0,209.6356246008418,420.1,37.8716132937073,2.4,us7000s7w6
5.5,160.0,21.87020210908793,258.7,273.11052242095906,3.3,us7000s7w6
5.5,160.0,16.93526976180118,600.0,359.66919219939524,2.8,us7000s7w6
5.5,160.0,30.741215674805627,296.6,216.35561365156948,3.2,us7000s7w6
5.5,160.0,197.23465246329454,286.9,84.61425464742837,2.6,us7000s7w6
5.5,160.0,46.889658976889585,232.7,79.39263959464029,3.3,us7000s7w6
5.5,160.0,159.38695223285208,600.0,278.6021716621408,2.4,us7000s7w6
5.5,160.0,145.1464132811505,600.0,171.01764068252942,2.5,us7000s7w6
5.5,160.0,83.32641979217945,600.0,253.4518450544017,2.7,us7000s7w6
5.5,160.0,105.68343834721104,638.2,83.2155574672164,2.6,us7000s7w6
5.5,160.0,155.4171799199566,600.0,180.03624973423445,2.4,us7000s7w6
5.5,160.0,144.6136293091661,600.0,122.76267556114988,2.5,us7000s7w6
5.5,160.0,190.2279607785511,783.4,0.7837884581355183,2.1,us7000s7w6
5.5,160.0,112.42598584029928,600.0,269.7687880878551,2.6,us7000s7w6
5.5,160.0,135.71118709190492,266.7,304.2874054703052,2.9,us7000s7w6
5.5,160.0,167.24611948613745,504.1,333.4006464905768,2.5,us7000s7w6
5.5,160.0,34.55259115281852,900.0,329.97713949113484,2.6,us7000s7w6
5.5,160.0,46.90489902280618,893.0,125.92271264636844,2.6,us7000s7w6
5.5,160.0,108.57042373441092,600.0,260.40981351510754,2.6,us7000s7w6
5.5,160.0,119.88794120235141,833.6,29.74143353096025,2.4,us7000s7w6
5.5,160.0,144.31757326578372,600.0,119.81797134311967,2.5,us7000s7w6
5.5,160.0,57.49374101956658,321.1,38.88113592739819,3.1,us7000s7w6
5.5,160.0,166.66069737897146,600.0,190.74016043790175,2.4,us7000s7w6
5.5,160.0,63.29156785252189,264.4,327.021463072519,3.2,us7000s7w6
5.5,160.0,35.015985261882975,277.8,64.46338139762031,3.2,us7000s7w6
5.5,160.0,210.51490006246317,294.2,68.5749125495231,2.5,us7000s7w6
5.5,160.0,166.39332627840705,598.2,353.12869561362544,2.4,us7000s7w6
5.5,160.0,208.23355302366457,280.7,30.064784266041613,2.6,us7000s7w6
5.5,160.0,203.20390619212824,299.4,111.70002769085852,2.6,us7000s7w6
5.5,160.0,134.98598994041,456.5,22.760333158533967,2.6,us7000s7w6
5.5,160.0,148.2405160766426,600.0,239.81734919901515,2.4,us7000s7w6
5.5,160.0,83.47838776587068,544.5,144.87865519228382,2.8,us7000s7w6
5.5,160.0,170.74737169333238,600.0,217.8329452247987,2.3,us7000s7w6
5.5,160.0,171.13122828457654,480.7,146.8219577268062,2.5,us7000s7w6
5.5,160.0,124.01663919950654,600.0,216.46986679970723,2.5,us7000s7w6
5.5,160.0,148.21563703099326,583.9,26.326917914156923,2.5,us7000s7w6
5.5,160.0,185.86094803524608,500.5,71.43772152254837,2.4,us7000s7w6
5.5,160.0,180.51645545233646,371.7,79.09510014993816,2.6,us7000s7w6
5.5,160.0,162.7841724268465,276.0,81.5720525322148,2.8,us7000s7w6
5.5,160.0,35.282016591639064,600.0,317.96936111315676,2.8,us7000s7w6
5.5,160.0,224.52872783811074,412.3,318.2241445963269,2.3,us7000s7w6
5.5,160.0,166.03511485609766,373.9,324.8193518107174,2.6,us7000s7w6
5.5,160.0,114.50008927918267,356.1,142.96501508913093,2.9,us7000s7w6
5.5,160.0,151.41972476876956,600.0,268.8419612539064,2.4,us7000s7w6
5.5,160.0,258.7958145150407,521.0,319.955923875833,2.0,us7000s7w6
5.5,160.0,212.4062197880408,180.6,129.97114270152264,2.8,us7000s7w6
5.5,160.0,227.10946940138467,600.0,234.84739393472012,2.1,us7000s7w6
5.5,160.0,110.36085166696192,600.0,260.57030180653646,2.6,us7000s7w6
5.5,160.0,140.46545965811126,600.0,296.4691143840303,2.5,us7000s7w6
5.5,160.0,220.85805528078947,600.0,234.27707317871347,2.1,us7000s7w6
5.5,160.0,206.6053607070825,406.6,43.525755354372905,2.4,us7000s7w6
5.5,160.0,212.68883756132104,287.6,110.13596380866397,2.6,us7000s7w6
5.5,160.0,81.18689343127936,608.8,5.040354982028532,2.7,us7000s7w6
5.5,160.0,70.03140521485987,408.0,5.108353635620915,2.9,us7000s7w6
5.5,160.0,158.46708010099613,600.0,164.37073567286507,2.4,us7000s7w6
5.5,160.0,120.91030583176646,600.0,215.95046193080165,2.6,us7000s7w6
5.5,160.0,243.97885316580414,705.1,318.361136043909,1.9,us7000s7w6
5.5,160.0,136.68864854390137,440.8,22.459653240513262,2.7,us7000s7w6
5.5,160.0,164.6355591213816,344.7,53.1327072544986,2.7,us7000s7w6
5.5,160.0,20.803278612637655,600.0,7.229467951211177,2.8,us7000s7w6
5.5,160.0,158.11848764830015,327.5,22.767909350890648,2.7,us7000s7w6
5.5,160.0,125.2538289867624,503.4,97.84093531716445,2.6,us7000s7w6
5.5,160.0,94.96409278275132,377.6,318.1558230809485,2.9,us7000s7w6
5.5,160.0,197.40842221249332,600.0,290.8737298818423,2.2,us7000s7w6
5.5,160.0,123.28984258701335,516.7,335.75819324440585,2.6,us7000s7w6
5.5,160.0,115.36506731352108,233.1,72.95212328818025,3.1,us7000s7w6
5.5,160.0,243.26112168395025,600.0,219.58829653373874,2.0,us7000s7w6
5.5,160.0,162.67190699254385,600.0,162.77938819036285,2.4,us7000s7w6
5.5,160.0,177.39910019493968,600.0,285.39392250447895,2.3,us7000s7w6
5.5,160.0,243.8688766085494,600.0,224.34245440296968,2.0,us7000s7w6
5.5,160.0,225.63040285984246,600.0,224.9646037955646,2.1,us7000s7w6
5.5,160.0,205.9863064119106,294.9,134.33165367437113,2.6,us7000s7w6
5.5,160.0,107.51091854942439,600.0,289.3636983026693,2.6,us7000s7w6
5.5,160.0,148.05040186249948,673.7,23.657331750154242,2.4,us7000s7w6
5.5,160.0,182.6266941041625,600.0,125.81854763677939,2.3,us7000s7w6
5.5,160.0,221.24103955956525,600.0,240.64016729609295,2.1,us7000s7w6
5.5,160.0,206.59451743421124,600.0,245.60264624524228,2.2,us7000s7w6
5.5,160.0,209.0086160066816,664.3,39.274791199863444,2.1,us7000s7w6
5.5,160.0,161.05869944132232,600.0,221.8278200097328,2.4,us7000s7w6
5.5,160.0,103.82191008933337,600.0,160.62669257072798,2.6,us7000s7w6
5.5,160.0,248.3024010278688,641.9,135.82894319009222,2.0,us7000s7w6
5.5,160.0,160.56550371266215,706.3,359.96528573888,2.3,us7000s7w6
5.5,160.0,135.22150312396232,434.6,79.49561387876969,2.7,us7000s7w6
5.5,160.0,239.26598042844097,436.5,34.564661003795834,2.2,us7000s7w6
5.5,160.0,133.032348675701,600.0,151.90573465077307,2.5,us7000s7w6
5.5,160.0,119.30306079417457,600.0,261.2996087767202,2.6,us7000s7w6
5.5,160.0,193.25245916238012,600.0,273.0104229630181,2.2,us7000s7w6
5.5,160.0,109.58031360387058,600.0,277.0412262370271,2.6,us7000s7w6
5.5,160.0,129.75385801339868,714.5,48.679202200776274,2.4,us7000s7w6
5.5,160.0,111.84092028755452,669.0,8.771655598543077,2.5,us7000s7w6
5.5,160.0,175.1002413281577,452.2,82.75424311546027,2.5,us7000s7w6
5.5,160.0,148.0753517729813,360.2,62.17176727607051,2.7,us7000s7w6
5.5,160.0,228.11706440524432,600.0,212.1311952612449,2.1,us7000s7w6
5.5,160.0,116.90881113862018,600.0,157.65064305886028,2.6,us7000s7w6
5.5,160.0,68.56930830083259,600.0,285.1602915455152,2.7,us7000s7w6
5.5,160.0,233.83558678617533,294.3,42.934034153090636,2.4,us7000s7w6
5.5,160.0,61.70603284188226,600.0,220.42306955422524,2.8,us7000s7w6
5.5,160.0,213.71840432744244,294.7,120.80975982464543,2.5,us7000s7w6
5.5,160.0,16.91710942469235,305.3,234.02494096964517,3.2,us7000s7w6
5.5,160.0,184.6400392318605,284.7,314.4742237760746,2.7,us7000s7w6
5.5,160.0,188.9664466708021,278.2,326.71972780566057,2.7,us7000s7w6
5.5,160.0,9.436709265153597,470.2,197.36409074049348,3.0,us7000s7w6
5.5,160.0,200.04809318272618,900.0,308.2775495501424,2.0,us7000s7w6
5.5,160.0,139.4107472112372,460.6,145.92618739872398,2.6,us7000s7w6
5.5,160.0,197.72642740656875,443.4,333.1768669079837,2.4,us7000s7w6
5.5,160.0,174.5838639782986,384.8,14.609121254284162,2.6,us7000s7w6
5.5,160.0,83.52432987030146,600.0,224.15785407733978,2.7,us7000s7w6
5.5,160.0,13.937535289505265,254.6,35.29008730022002,3.3,us7000s7w6
5.5,160.0,269.41064214044206,640.2,316.51106881723007,1.9,us7000s7w6
5.5,160.0,179.5983728564754,600.0,210.15994699133898,2.3,us7000s7w6
5.5,160.0,241.0046108225545,700.3,36.649513247302764,2.0,us7000s7w6
5.5,160.0,172.0923803529653,566.2,356.06864665535164,2.4,us7000s7w6
5.5,160.0,216.0381690927655,812.0,137.30138787771511,2.0,us7000s7w6
5.5,160.0,183.77669976728893,693.6,14.146591999441284,2.2,us7000s7w6
5.5,160.0,93.94375404648943,331.0,100.55156068938783,3.0,us7000s7w6
5.5,160.0,108.7420449675879,335.0,331.69506076033525,2.9,us7000s7w6
5.5,160.0,183.136418458229,600.0,168.55026134156867,2.3,us7000s7w6
5.5,160.0,107.06087247145767,483.5,314.7797716581592,2.7,us7000s7w6
5.5,160.0,155.17604671449644,600.0,167.84470230624333,2.4,us7000s7w6
5.5,160.0,115.19642340338949,444.5,86.06962150522281,2.7,us7000s7w6
5.5,160.0,81.46097649338803,204.6,14.056189031876897,3.3,us7000s7w6
5.5,160.0,44.22600887208776,218.8,49.03172294305074,3.3,us7000s7w6
5.5,160.0,173.91047600271563,295.2,151.92849074476243,2.7,us7000s7w6
5.5,160.0,163.09190753933237,344.7,83.2259549282843,2.7,us7000s7w6
5.5,160.0,180.65105530587897,562.6,14.990187001088657,2.3,us7000s7w6
5.5,160.0,139.1421875719053,240.6,321.43913586754826,3.0,us7000s7w6
5.5,160.0,205.8481743849494,600.0,295.86623522326215,2.2,us7000s7w6
5.5,160.0,137.1058358056872,600.0,277.616155648041,2.5,us7000s7w6
5.5,160.0,131.03209199063298,600.0,292.2534442157496,2.5,us7000s7w6
5.5,160.0,140.96515605357908,476.2,12.895541176172628,2.6,us7000s7w6
5.5,160.0,243.6303743130432,588.7,316.8474901672336,2.0,us7000s7w6
5.5,160.0,79.83743380481963,600.0,217.1407692046287,2.7,us7000s7w6
5.5,160.0,180.0262242028973,201.7,133.7819297212958,2.9,us7000s7w6
5.5,160.0,195.32422726480135,600.0,228.6175192861911,2.2,us7000s7w6
5.5,160.0,53.20112557983581,590.4,21.85568920598223,2.8,us7000s7w6
5.5,160.0,94.0030912376036,515.1,82.39212096435557,2.7,us7000s7w6
5.5,160.0,121.98965408638261,604.9,355.7152563077872,2.6,us7000s7w6
5.5,160.0,218.21383839556998,398.5,143.9685811755479,2.4,us7000s7w6
5.5,160.0,161.3966153548737,600.0,239.50692148245827,2.4,us7000s7w6
5.5,160.0,186.9061031932254,344.5,60.35485407931549,2.6,us7000s7w6
5.5,160.0,150.31182469028138,600.0,225.09157789293522,2.4,us7000s7w6
5.5,160.0,81.6400866507274,289.5,302.52216986018703,3.1,us7000s7w6
5.5,160.0,86.7594554465091,612.9,61.007213769837335,2.7,us7000s7w6
5.5,160.0,175.33827656670707,900.0,344.4789064877157,2.1,us7000s7w6
5.5,160.0,49.48363526996097,406.5,158.60544844046115,3.0,us7000s7w6
5.5,160.0,187.10936459072798,600.0,266.56857252224034,2.3,us7000s7w6
5.5,160.0,260.0357004970097,600.0,225.66155356956074,2.0,us7000s7w6
5.5,160.0,201.82294361435493,576.4,349.7036430158123,2.2,us7000s7w6
5.5,160.0,157.04568010526447,484.1,138.29290408508143,2.5,us7000s7w6
5.5,160.0,159.11066739483994,198.0,322.62152200525156,3.0,us7000s7w6
5.5,160.0,92.37013148291466,600.0,187.97244676648896,2.7,us7000s7w6
5.5,160.0,121.0456501700892,396.9,303.1696033673511,2.8,us7000s7w6
5.5,160.0,152.67793557100862,600.0,202.09626178208526,2.4,us7000s7w6
5.5,160.0,136.8058735676845,607.7,140.90837104626883,2.5,us7000s7w6
5.5,160.0,97.50118875129411,454.8,59.496039720827696,2.8,us7000s7w6
5.5,160.0,204.1882060236266,385.9,61.577347916964754,2.4,us7000s7w6
5.5,160.0,126.14491451641656,600.0,287.3248392334913,2.5,us7000s7w6
5.5,160.0,196.67541726217115,600.0,197.2803612678809,2.2,us7000s7w6
5.5,160.0,189.50564782337176,600.0,204.14782211644592,2.3,us7000s7w6
5.5,160.0,186.70134669108882,432.7,152.42509235018383,2.4,us7000s7w6
5.5,160.0,137.93151332134272,600.0,201.31051321341425,2.5,us7000s7w6
5.5,160.0,191.1555839779503,380.0,139.3216748025888,2.5,us7000s7w6
5.5,160.0,227.56081654869143,229.7,58.86190406927875,2.6,us7000s7w6
5.5,160.0,186.0079705205097,599.8,3.8549780027406655,2.3,us7000s7w6
5.5,160.0,126.74634375664834,614.3,355.05742693176785,2.5,us7000s7w6
5.5,160.0,193.0744309827149,600.0,162.44683566247,2.2,us7000s7w6
5.5,160.0,81.40472736522837,600.0,176.86839580480512,2.7,us7000s7w6
5.5,160.0,198.40008487048144,600.0,275.62714417901407,2.2,us7000s7w6
5.5,160.0,127.0384620959746,600.0,204.57573053412784,2.5,us7000s7w6
5.5,160.0,91.30389610390182,554.1,350.8349313009254,2.7,us7000s7w6
5.5,160.0,130.2851172796074,193.4,308.9893001863351,3.1,us7000s7w6
5.5,160.0,155.24327334996053,600.0,188.4657701242097,2.4,us7000s7w6
5.5,160.0,183.0841041436263,600.0,269.9683999252421,2.3,us7000s7w6
5.5,160.0,149.8568954789334,600.0,170.95011631118848,2.4,us7000s7w6
5.5,160.0,253.146083271644,298.6,310.38017771867084,2.4,us7000s7w6
5.5,160.0,139.77140864017318,573.2,40.65619667304043,2.5,us7000s7w6
5.5,160.0,139.29726660516687,646.2,11.536437963604044,2.4,us7000s7w6
5.5,160.0,119.08217720131768,600.0,155.22106624002038,2.6,us7000s7w6
5.5,160.0,172.02419631884402,515.7,33.702384865568206,2.4,us7000s7w6
5.5,160.0,100.69303204860547,600.0,213.45251621543332,2.6,us7000s7w6
5.5,160.0,118.24208824964407,600.0,283.3773058076506,2.6,us7000s7w6
5.5,160.0,98.29363764376424,567.0,22.068372802588897,2.7,us7000s7w6
5.5,160.0,180.88841777749792,900.0,340.78738823870486,2.1,us7000s7w6
5.5,160.0,149.39886956858703,600.0,286.8181721139854,2.4,us7000s7w6
5.5,160.0,159.25312321449996,600.0,235.87687290677468,2.4,us7000s7w6
5.5,160.0,160.1675515648135,620.2,48.494777343683836,2.4,us7000s7w6
5.5,160.0,109.54598415548061,600.0,286.45073614059095,2.6,us7000s7w6
5.5,160.0,121.61050854361464,481.1,335.39968406034365,2.7,us7000s7w6
5.5,160.0,207.28877574551746,292.9,133.97762179019912,2.6,us7000s7w6
5.5,160.0,225.80832816563597,402.3,49.63276688359514,2.3,us7000s7w6
5.5,160.0,189.41538605177078,600.0,253.47691451399794,2.3,us7000s7w6
5.5,160.0,203.2386353586859,300.5,113.68591208200547,2.6,us7000s7w6
5.5,160.0,145.00773659347865,600.0,294.37928311446865,2.5,us7000s7w6
5.5,160.0,153.303523714745,600.0,241.31763959962169,2.4,us7000s7w6
5.5,160.0,221.01584449328982,310.5,58.969398428645434,2.5,us7000s7w6
5.5,160.0,136.47318042346535,549.6,359.5821281886794,2.5,us7000s7w6
5.5,160.0,148.9928570744035,900.0,327.3597404507444,2.2,us7000s7w6
5.5,160.0,191.64007977316496,475.8,19.165967617131628,2.4,us7000s7w6
5.5,160.0,148.17370260312026,600.0,256.8629017843979,2.4,us7000s7w6
5.5,160.0,100.33754161503806,600.0,202.97582258967915,2.6,us7000s7w6
5.5,160.0,129.64330607868249,600.0,271.05928630396977,2.5,us7000s7w6
5.5,160.0,131.34744976776832,600.0,178.85222075556658,2.5,us7000s7w6
5.5,160.0,227.80757119915108,600.0,212.44924388288072,2.1,us7000s7w6
5.5,160.0,158.52362737211214,600.0,161.9724345449565,2.4,us7000s7w6
5.5,160.0,142.11098933998906,600.0,167.46290106857066,2.5,us7000s7w6
5.5,160.0,30.437951494851415,446.9,159.25187195965464,3.0,us7000s7w6
5.5,160.0,145.56070524692936,361.8,304.3083502323957,2.7,us7000s7w6
5.5,160.0,178.88465461770116,600.0,309.4400936430301,2.3,us7000s7w6
5.5,160.0,55.17178850193356,789.2,19.031818368563165,2.6,us7000s7w6
5.5,160.0,122.06555931972372,215.4,101.58970671866183,3.1,us7000s7w6
5.5,160.0,218.58249652169357,831.1,305.171217567473,2.0,us7000s7w6
5.5,160.0,85.8019610880714,600.0,239.0462671986731,2.7,us7000s7w6
5.5,160.0,92.87906867101465,600.0,128.6701450194467,2.7,us7000s7w6
5.5,160.0,150.66726855719872,378.8,144.62912437998864,2.7,us7000s7w6
5.5,160.0,144.21311911011227,600.0,125.0938411531564,2.5,us7000s7w6
5.5,160.0,205.10835765264875,600.0,302.77898884697055,2.2,us7000s7w6
5.5,160.0,145.5573763205435,600.0,230.22132860862297,2.5,us7000s7w6
5.5,160.0,155.28666591653118,600.0,217.15014882767093,2.4,us7000s7w6
5.5,160.0,201.00008155099408,181.6,128.92791064280686,2.8,us7000s7w6
5.5,160.0,212.84244471939297,534.2,35.68383787745199,2.2,us7000s7w6
5.5,160.0,82.00493662909352,270.5,290.0804199258065,3.1,us7000s7w6
5.5,160.0,123.27026648106586,444.1,18.299079612453227,2.7,us7000s7w6
5.5,160.0,113.76820604290491,600.0,230.80820134059175,2.6,us7000s7w6
5.5,160.0,103.90434489273697,255.8,335.8397833418514,3.1,us7000s7w6
5.5,160.0,64.45244605077805,600.0,107.27502758878819,2.8,us7000s7w6
5.5,160.0,139.7483884436456,600.0,242.14981847558465,2.5,us7000s7w6
5.5,160.0,139.80019725009564,600.0,134.93172030888286,2.5,us7000s7w6
5.5,160.0,193.16467925381497,276.3,62.015720848163426,2.7,us7000s7w6
5.5,160.0,138.05691457760437,366.0,75.77721470719092,2.8,us7000s7w6
5.5,160.0,197.06683016835612,232.1,51.04289369687632,2.7,us7000s7w6
5.5,160.0,58.246078095174695,477.3,66.24187721002289,2.9,us7000s7w6
5.5,160.0,143.18891345702252,423.7,356.7132458352256,2.7,us7000s7w6
5.5,160.0,120.71325184494438,478.1,359.95375837657167,2.7,us7000s7w6
5.5,160.0,151.74743274068655,564.1,65.60969637688157,2.5,us7000s7w6
5.5,160.0,170.91935725006266,600.0,281.505716232136,2.3,us7000s7w6
5.5,160.0,182.24286748055886,600.0,215.7969437065804,2.3,us7000s7w6
5.5,160.0,217.39857232184664,233.7,114.96710149379714,2.6,us7000s7w6
5.5,160.0,22.78026920566251,600.0,45.324759181308536,2.8,us7000s7w6
5.5,160.0,205.30855718611662,473.3,158.1346262767962,2.3,us7000s7w6
5.5,160.0,200.5092305087223,600.0,249.69563867872455,2.2,us7000s7w6
5.5,160.0,27.551902369946202,288.7,300.9376864564589,3.2,us7000s7w6
5.5,160.0,132.83758721891454,600.0,241.91843065239442,2.5,us7000s7w6
5.5,160.0,161.32088970370654,666.4,33.94230941945227,2.3,us7000s7w6
5.5,160.0,68.61079582525028,477.2,18.345339405486925,2.9,us7000s7w6
5.5,160.0,31.242804159761725,600.0,21.94169386008417,2.8,us7000s7w6
5.5,160.0,111.0996600389318,600.0,261.1231975768544,2.6,us7000s7w6
5.5,160.0,54.22736267350021,645.8,125.14110965790269,2.7,us7000s7w6
5.5,160.0,123.07428987148029,600.0,283.73456079635065,2.6,us7000s7w6
5.5,160.0,134.15960536076696,600.0,235.74241654035916,2.5,us7000s7w6
5.5,160.0,52.8274070012475,497.4,70.19400835816839,2.9,us7000s7w6
5.5,160.0,110.330570595663,242.9,52.53946671283859,3.1,us7000s7w6
5.5,160.0,176.3291354894523,646.3,11.755585449284979,2.3,us7000s7w6
5.5,160.0,165.67824657131683,202.8,113.85473001822788,2.9,us7000s7w6
5.5,160.0,214.57884999072817,365.7,48.72110874135308,2.4,us7000s7w6
5.5,160.0,193.67110211064357,600.0,296.98186267610663,2.2,us7000s7w6
5.5,160.0,216.09113093143313,297.6,109.79872383637837,2.5,us7000s7w6
5.5,160.0,113.77760313941059,600.0,212.4092760957061,2.6,us7000s7w6
5.5,160.0,203.46387283459777,600.0,295.0339269657849,2.2,us7000s7w6
5.5,160.0,185.9820393205009,412.9,30.21194682701946,2.5,us7000s7w6
5.5,160.0,162.39872554780038,600.0,129.4846136777246,2.4,us7000s7w6
5.5,160.0,174.3048772830187,694.2,343.4592258927456,2.3,us7000s7w6
5.5,160.0,183.53588541949077,600.0,281.0223873829039,2.3,us7000s7w6
5.5,160.0,98.92550880748637,535.0,66.00014548412594,2.7,us7000s7w6
5.5,160.0,241.2052494026834,600.0,233.16189204498596,2.0,us7000s7w6
5.5,160.0,131.68330048830944,600.0,156.86332068901083,2.5,us7000s7w6
5.5,160.0,204.2161833862017,600.0,296.08483648282015,2.2,us7000s7w6
5.5,160.0,186.77692794312682,370.7,346.88118645724995,2.5,us7000s7w6
5.5,160.0,140.0239808095568,600.0,184.13679903429005,2.5,us7000s7w6
5.5,160.0,120.25962123318139,600.0,199.02017314929066,2.6,us7000s7w6
5.5,160.0,51.49320033633857,337.6,169.95294517047387,3.1,us7000s7w6
5.5,160.0,70.96716619431493,428.9,354.8099119637419,2.9,us7000s7w6
5.5,160.0,124.21769056294384,600.0,282.29341135809943,2.5,us7000s7w6
5.5,160.0,234.511544015969,900.0,323.2001283773525,1.8,us7000s7w6
5.5,160.0,175.9009057047988,600.0,218.0342539422043,2.3,us7000s7w6
5.5,160.0,113.81540640535381,330.1,323.99189673653,2.9,us7000s7w6
5.5,160.0,257.49707837139675,600.0,224.51394844785221,2.0,us7000s7w6
5.5,160.0,132.13247186355412,600.0,186.36606109615767,2.5,us7000s7w6
5.5,160.0,187.49718073150962,600.0,282.81953283131605,2.3,us7000s7w6
5.5,160.0,149.10777936548553,261.9,110.50757740654723,2.9,us7000s7w6
5.5,160.0,39.90568686274784,237.5,64.85374899666465,3.3,us7000s7w6
5.5,160.0,197.91085702889507,261.0,51.57844521453683,2.7,us7000s7w6
5.5,160.0,187.67881832796522,600.0,268.8438137645318,2.3,us7000s7w6
5.5,160.0,109.89999191852596,600.0,231.02830416440995,2.6,us7000s7w6
5.5,160.0,167.40562806946176,600.0,254.8373780533945,2.4,us7000s7w6
5.5,160.0,132.21137573086725,352.8,101.49109404659578,2.8,us7000s7w6
5.5,160.0,38.498793038799654,247.3,299.24961519405264,3.3,us7000s7w6
5.5,160.0,105.38605436188153,221.7,324.29259642413496,3.1,us7000s7w6
5.5,160.0,184.2990644729332,600.0,162.47989253965704,2.3,us7000s7w6
5.5,160.0,107.13922768819809,221.2,325.55300042084446,3.1,us7000s7w6
5.5,160.0,255.73939489129228,758.9,313.4872072879496,1.8,us7000s7w6
5.5,160.0,191.66993933820862,301.5,151.9690041309163,2.6,us7000s7w6
5.5,160.0,123.57196144622644,575.2,146.06275842939425,2.6,us7000s7w6
5.5,160.0,179.3393940787862,600.0,162.59385455922052,2.3,us7000s7w6
5.5,160.0,111.07423297911104,600.0,157.43339857631508,2.6,us7000s7w6
5.5,160.0,199.90590862349836,323.4,68.54210916952513,2.5,us7000s7w6
5.5,160.0,91.21934287857997,600.0,131.8202661192122,2.7,us7000s7w6
5.5,160.0,86.8887954968638,473.0,88.52259284123971,2.8,us7000s7w6
5.5,160.0,168.72029084616176,600.0,242.05337072449046,2.4,us7000s7w6
5.5,160.0,254.2691840766118,600.0,224.36222583782737,2.0,us7000s7w6
5.5,160.0,197.385654376424,449.1,89.73468464441328,2.4,us7000s7w6
5.5,160.0,102.46978014726666,600.0,269.20378299687377,2.6,us7000s7w6
5.5,160.0,107.5883629200085,600.0,223.2113665617275,2.6,us7000s7w6
5.5,160.0,105.56701261381346,298.2,95.80531930263334,3.0,us7000s7w6
5.5,160.0,146.46292522108084,600.0,114.4436853462222,2.5,us7000s7w6
5.5,160.0,133.9788909712506,560.1,7.6950487743939675,2.5,us7000s7w6
5.5,160.0,45.094654500674906,600.0,251.19541532085546,2.8,us7000s7w6
5.5,160.0,212.8020363684643,211.1,71.98281204383471,2.7,us7000s7w6
5.5,160.0,100.14025603068266,227.6,318.0410503956571,3.2,us7000s7w6
5.5,160.0,183.9896637546607,600.0,160.05670658656936,2.3,us7000s7w6
5.5,160.0,179.4627750446496,674.0,347.8052259287802,2.2,us7000s7w6
5.5,160.0,210.38522442449613,473.9,32.01465479371137,2.3,us7000s7w6
5.5,160.0,228.34354108063238,255.9,124.08185153944072,2.5,us7000s7w6
5.5,160.0,155.13061584606723,600.0,297.6265219403185,2.4,us7000s7w6
5.5,160.0,151.25551598686906,454.5,22.013065350245995,2.6,us7000s7w6
5.5,160.0,168.3916263636293,519.9,26.674820041215582,2.4,us7000s7w6
5.5,160.0,57.84249291355942,600.0,99.84098114865151,2.8,us7000s7w6
5.5,160.0,170.319339241911,382.8,139.37748637318475,2.6,us7000s7w6
5.5,160.0,170.09435934931386,600.0,191.7712920841732,2.3,us7000s7w6
5.5,160.0,206.1661835268857,663.6,158.2295972305152,2.1,us7000s7w6
5.5,160.0,196.2877720460662,487.1,38.59532044300158,2.3,us7000s7w6
5.5,160.0,218.19285482555307,318.9,53.25918974117741,2.5,us7000s7w6
5.5,160.0,74.52128008414111,600.0,246.05501661628006,2.7,us7000s7w6
5.5,160.0,171.2359916956844,645.5,321.93059407837967,2.3,us7000s7w6
5.5,160.0,188.08033152640388,401.9,103.13461382888994,2.5,us7000s7w6
5.5,160.0,83.303262069696,600.0,192.65996517589704,2.7,us7000s7w6
5.5,160.0,115.96545925144201,580.4,35.12446592389108,2.6,us7000s7w6
5.5,160.0,26.774952980150264,600.0,348.08457490366396,2.8,us7000s7w6
5.5,160.0,214.12371144541044,255.3,147.3167935276811,2.6,us7000s7w6
5.5,160.0,171.63072887934683,600.0,301.46318298271285,2.3,us7000s7w6
5.5,160.0,238.59943777036847,226.6,146.38216832448796,2.6,us7000s7w6
5.5,160.0,65.23612206704786,600.0,253.78701759612915,2.8,us7000s7w6
5.5,160.0,161.40479817209044,200.3,315.6285640077261,3.0,us7000s7w6
5.5,160.0,218.76250236129874,401.8,332.01214888879167,2.3,us7000s7w6
5.5,160.0,190.84627492503813,600.0,200.7171418915276,2.3,us7000s7w6
5.5,160.0,179.5158915079652,600.0,180.32104915979386,2.3,us7000s7w6
